2,6933417407	1,8134549290
4,0635312301	5,1824803756
3,2069932979	2,1468138576
4,2227770750	6,2795419177
2,2902008327	1,5447947870
4,3336049445	6,2978992866
3,4064604824	6,3709342776
3,0559243357	1,7387632490
3,1896196017	2,9536514937
3,1841318526	5,9804081204
3,6527335447	5,8710344011
3,5251021133	6,5541820578
4,3789741965	5,9541580478
2,2257318984	1,3082188511
3,1524567402	2,4293307697
3,3181043506	2,5396982664
4,0119155691	5,9150546663
2,4992981382	2,3691828004
1,8054671298	1,7631903045
3,2854463230	2,1914567769
4,1067274725	5,2429026538
3,7424912689	6,2338494491
3,5805953539	1,9796690385
4,1365675084	5,9818768408
3,5880780900	2,1432531799
2,7401283182	2,1224906639
2,8613729668	2,5653418553
3,2320781318	2,3773510687
3,4910416786	2,4020661224
4,1307782635	5,6830557134
3,6364141029	6,1194680840
2,9355159902	3,0608184320
3,2428063360	5,8339348707
4,3303131774	6,1932310909
3,3679556245	5,9161759658
3,0910887213	2,9388140542
3,9870351878	5,7363850673
2,3046143872	2,1238894586
3,9385437315	6,4290185738
3,4489523341	2,1273606125
3,0394992903	1,8186298355
2,3004268105	1,9865736537
3,9756416635	6,4456309470
2,6454501283	1,6045940294
2,9189132145	2,3995976751
2,5438564654	1,4881836850
3,8725312274	2,6190870544
4,0772848000	6,0018387595
2,6126557384	1,8137523100
4,0521718144	6,3775076453
3,9458201781	5,1706742676
3,4701962289	5,9589210695
3,6276280773	1,8959152313
3,8979353607	6,1943203448
4,6706631844	5,9512131301
4,6373602163	6,0224436183
3,2059721732	1,9180507639
3,8722832430	6,3054314374
2,8155105117	1,7974658283
2,5993929794	2,0363153783
4,3970097112	5,2179252861
4,0986744045	5,6133924827
3,7054210891	5,9787385956
3,3605562272	1,3770538627
2,9847592919	2,4148069857
2,3590909538	1,6803312765
2,9106529979	1,8535645182
3,5141801305	2,0526667246
3,7150855428	1,6889409469
3,3301888129	6,3529505652
4,4215172210	6,2089145302
3,2598137700	0,9149631738
3,8302975369	6,1989436033
2,9652447445	2,1350312929
2,3620028332	1,9291958041
3,2960398924	5,7929836621
4,0856794182	6,0368234312
3,9801457103	5,5526294124
3,0795170058	2,2077839566
3,9452962253	6,3632930513
2,5403044749	1,6683838850
3,1327898415	2,6109612275
4,0931939336	6,2906061950
2,8415327032	6,2859299081
3,9447562883	6,2530792084
4,4121860442	6,1094752664
2,7843286053	1,4828117208
3,3955466718	1,3338233758
4,1846675750	6,2446789506
3,0927623377	2,2861014407
2,8064249825	1,7946535484
3,1915805000	1,2717569986
4,1591681750	5,6032408704
3,1333308979	1,6551818662
3,9609487584	6,3698246246
3,3645859481	5,7872459543
2,8089244758	1,8550478926
3,7774552549	4,7490446762
2,9048184432	1,5673384464
2,6492448884	2,6230791545
4,2279072464	5,6817415027
3,0490063769	1,8884166672
2,3945426947	1,7294815824
3,9198914999	6,6417453136
4,0200586728	5,5118929594
3,8101516261	6,1103932304
4,4806370101	5,9913303887
3,3326302604	1,9983863316
2,3184764526	2,1581816678
4,4262987633	5,8280773966
3,8332894365	6,6483212713
3,0810202635	1,9733583262
3,2570757541	1,9836447470
3,2867616867	2,6081799902
4,4049982906	5,7571375692
3,2828660023	5,9993076399
2,2806800158	2,2091843085
2,9166771497	2,2003253830
4,0298481115	6,6114248323
4,1839834830	5,6990793119
3,6520653330	5,8758475624
4,0992676897	5,8269187290
3,0567283782	2,5024520703
4,2444768430	6,2855981463
3,6985910894	6,7251938473
3,0680126223	1,4112718551
2,3055105341	1,2315627639
3,4552971760	1,6101213897
3,6006443487	6,0626633715
2,8446562027	2,1322662452
3,4011184391	2,0276057380
3,7830950634	6,6786061231
2,3751093695	1,9191654740
4,0772445092	5,7750983457
4,2524530160	6,7688172686
2,6602168807	2,0206806656
3,7263052808	1,6937138939
4,1822537794	6,0543431101
4,0222720292	5,7582170692
4,3951710481	5,9174286441
3,2218382735	2,2446512681
3,9920234727	5,4550069979
3,3336828962	1,6556229082
3,0561220212	2,4265140693
4,2807507435	6,7023237830
3,9885286903	5,6460168542
4,0637350881	6,3542960913
2,9036034128	1,9599620422
2,0573976417	1,9059333831
4,3349250493	6,1352811421
2,2304560577	2,1352478309
4,2685837489	6,3371453268
3,3930084051	2,3097942493
2,9616371050	2,6084026641
3,8998111105	6,3904533862
3,4151668421	6,0730201145
3,2326373870	1,2445943104
3,5864676470	6,4629738372
3,4561845581	1,8183931341
2,5383710091	2,1931438832
4,0521931618	5,6648725530
2,6943251302	1,4281571901
2,6597140602	1,9313254115
2,7802305509	2,1302231736
3,5794046844	2,4688215047
4,7041261346	5,5204764355
3,8238876417	6,1525339660
3,4743894856	5,6644306181
4,0993266047	5,3076409557
4,6839452264	6,3470705351
3,1842463697	2,3259859405
3,9954686208	5,6586960535
3,0768741818	2,5475899337
3,1181756729	2,0254781639
4,0201450280	5,8963145827
3,7412318610	6,1545532594
4,8032168461	6,0072017217
3,5249622225	5,6494785266
2,9133535276	0,9389200663
3,7658548732	5,5599904912
4,2343000024	5,9195650931
3,9742905796	5,9937722942
2,9575409422	2,3902430191
3,1793690975	2,1298125388
4,2618196958	5,3322776110
3,7287785805	1,1841833040
2,9111989115	2,2848308928
3,7260642470	5,5266984357
3,3382570649	1,8226673503
4,3798301517	5,7557563838
2,7820655097	1,9346673783
4,1155468285	5,6888233600
3,2718074862	2,2077246061
4,4753586566	6,1441504272
3,6959447323	6,2978870678
4,0678020034	6,5638961756
3,8383264739	5,2713839036
3,8279828205	6,0527488653
2,9073688406	1,8633861855
3,0906624594	2,4571501965
4,0440338571	6,5634625751
4,1579010792	5,4670420648
3,6021053513	5,7827610000
3,1498483278	2,2226379682
3,0990041575	2,2984191848
2,8202954699	2,2569975324
3,8748148502	5,6063748489
4,2159347216	5,3925196570
3,4290345128	5,7487632164
3,5360611114	2,2955597872
3,4849867362	6,5480429011
2,9634007897	7,1535560423
4,7185278952	6,3963720171
2,3153761674	1,7001100099
4,3973582820	6,0061465916
3,8977708550	6,6270908173
3,5869116049	2,2160321502
2,7614870663	2,5970150888
3,2677327622	6,4348921287
4,2603057701	6,2260276405
4,2492817902	5,5788302919
3,9386029243	5,6859851317
4,6666117756	6,8180001349
3,8418354359	5,4105876334
3,4743985710	2,7868519692
3,5590036323	2,3545531629
4,4256866960	5,6229003445
3,0183238417	2,1713864880
3,4404774292	6,0436837855
3,1008022748	1,8016243040
3,1158177784	1,8551939569
3,1858114967	1,8784290202
2,5963621630	2,1773125845
3,0905853733	1,5881444184
2,7234995481	2,6027905194
3,0873163200	1,8030676380
3,0014986299	1,7418103960
3,9383952563	5,8291123586
3,8148692250	6,3041421688
4,4503414540	5,7501789566
4,5807257021	6,3692136407
3,4196978224	1,9059147940
2,7999461800	1,6667554087
2,4938087424	2,2615683931
3,7685804294	5,6738629801
3,4938443804	5,5730151733
3,7813343241	1,6098581761
3,2715810362	2,4394583934
4,3156421188	6,1887845321
4,0436260733	5,7272949304
4,0881299081	6,0724038708
2,5363352606	1,9893028051
4,5612380190	5,8114034537
3,3109308805	5,6148504491
4,0040667329	5,4707585472
3,2143190243	2,2241516276
2,9117088453	2,3767873233
3,0374001164	2,7367032150
4,4295096842	6,0606308950
4,3166276791	5,3915129817
3,1238739642	1,9598537789
2,8540275435	2,8202060646
4,5867127353	5,4394308590
2,9180791270	1,7499266330
2,7849698511	1,8901120788
3,8534361853	6,4550470800
3,6872658325	5,7833618706
3,4717966475	1,4677464864
3,5321132775	5,0933838905
3,2546705926	2,1547361116
3,3119696893	1,7311516247
4,6383830799	6,8357298582
4,2633231917	6,0291663778
3,7810724375	5,7281585875
4,5561676509	6,7172460011
4,0752538847	5,9867578959
3,6297649865	6,7347705679
2,8740547584	2,6331918703
4,2822598913	6,2485529311
3,1844140870	2,3889890016
4,1110258260	6,5395589812
2,9169344806	1,5087992485
3,4837329997	5,6854128257
4,1353857911	5,8204564666
